trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
185,False,"{'a': 0.5, 'e': 0.9957249245223883}",20,7,-5.318823030991491,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
186,False,"{'a': 0.5, 'e': 0.9956786159849162}",20,0,-237.8212850145865,"{0: 10, 1: 0, 2: 3, 3: 3, 4: 4}",0
187,False,"{'a': 0.5, 'e': 0.9956320585277956}",20,2,-153.44552968226796,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 3}",1
188,False,"{'a': 0.5, 'e': 0.9955852521626654}",20,0,-120.83230335356855,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
189,False,"{'a': 0.5, 'e': 0.9955381969012274}",30,0,-115.96606520859999,"{0: 17, 1: 5, 2: 5, 3: 3, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.9954908927552453}",25,20,5.846140641505206,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.9954433397365451}",20,0,-113.733784845194,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",1
192,False,"{'a': 0.5, 'e': 0.9953955378570153}",25,0,-152.83297284350456,"{0: 12, 1: 3, 2: 7, 3: 2, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.9953474871286062}",25,0,-133.59498259839734,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
194,False,"{'a': 0.5, 'e': 0.9952991875633305}",25,0,-204.8561003172426,"{0: 12, 1: 4, 2: 4, 3: 2, 4: 3}",0
195,False,"{'a': 0.5, 'e': 0.9952506391732631}",20,0,-72.22172742670433,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
196,False,"{'a': 0.5, 'e': 0.995201841970541}",20,0,-60.94265644633352,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
197,False,"{'a': 0.5, 'e': 0.9951527959673636}",30,0,-196.92790829483954,"{0: 13, 1: 8, 2: 5, 3: 2, 4: 2}",0
198,False,"{'a': 0.5, 'e': 0.9951035011759926}",20,0,-78.09723913143829,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
199,False,"{'a': 0.5, 'e': 0.9950539576087513}",25,0,-111.86292588703698,"{0: 14, 1: 1, 2: 8, 3: 2, 4: 0}",0
200,False,"{'a': 0.5, 'e': 0.9950041652780258}",20,0,-26.163124163981266,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
201,False,"{'a': 0.5, 'e': 0.9949541241962642}",20,0,-140.25159037893874,"{0: 7, 1: 4, 2: 8, 3: 0, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.9949038343759766}",20,0,-117.06385845035021,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
203,False,"{'a': 0.5, 'e': 0.9948532958297358}",20,0,-233.97613843544787,"{0: 8, 1: 2, 2: 5, 3: 1, 4: 4}",0
204,False,"{'a': 0.5, 'e': 0.994802508570176}",30,0,-234.06634133997198,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 5}",0
205,False,"{'a': 0.5, 'e': 0.9947514726099944}",30,0,-134.8401091006338,"{0: 17, 1: 5, 2: 6, 3: 1, 4: 1}",0
206,False,"{'a': 0.5, 'e': 0.9947001879619498}",25,0,-180.17901775756286,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
207,False,"{'a': 0.5, 'e': 0.9946486546388634}",20,0,-208.2319050212282,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 4}",0
208,False,"{'a': 0.5, 'e': 0.9945968726536185}",20,0,-32.87342076953161,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
209,False,"{'a': 0.5, 'e': 0.9945448420191606}",20,0,-137.47210055072134,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
210,False,"{'a': 0.5, 'e': 0.9944925627484974}",25,5,-113.77657651260492,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",1
211,False,"{'a': 0.5, 'e': 0.9944400348546988}",20,0,-122.94426886884649,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
212,False,"{'a': 0.5, 'e': 0.9943872583508965}",20,2,-42.12463453304004,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 0}",1
213,False,"{'a': 0.5, 'e': 0.9943342332502848}",25,0,-145.58443919669952,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
214,False,"{'a': 0.5, 'e': 0.9942809595661201}",25,0,-93.33093864214769,"{0: 16, 1: 2, 2: 4, 3: 3, 4: 0}",0
215,False,"{'a': 0.5, 'e': 0.9942274373117206}",20,0,-172.84397018214105,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
216,False,"{'a': 0.5, 'e': 0.9941736665004669}",25,5,-100.41132380062164,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",1
217,False,"{'a': 0.5, 'e': 0.9941196471458018}",20,0,-180.08041660047346,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
218,False,"{'a': 0.5, 'e': 0.9940653792612301}",25,0,-157.41635718856375,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 2}",0
219,False,"{'a': 0.5, 'e': 0.9940108628603187}",20,0,-115.31330602393393,"{0: 11, 1: 1, 2: 6, 3: 1, 4: 1}",0
220,False,"{'a': 0.5, 'e': 0.9939560979566968}",20,0,-120.18301966694105,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.9939010845640557}",30,0,-159.61574795315286,"{0: 18, 1: 5, 2: 2, 3: 3, 4: 2}",0
222,False,"{'a': 0.5, 'e': 0.9938458226961485}",20,0,-204.78391973492828,"{0: 10, 1: 3, 2: 2, 3: 1, 4: 4}",0
223,False,"{'a': 0.5, 'e': 0.9937903123667908}",20,0,-172.56971544901845,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
224,False,"{'a': 0.5, 'e': 0.9937345535898603}",25,0,-213.174404369469,"{0: 10, 1: 3, 2: 7, 3: 3, 4: 2}",0
225,False,"{'a': 0.5, 'e': 0.9936785463792964}",25,0,-209.69709121714263,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
226,False,"{'a': 0.5, 'e': 0.9936222907491012}",25,0,-113.29286798264377,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
227,False,"{'a': 0.5, 'e': 0.9935657867133385}",25,0,-229.95431914696184,"{0: 10, 1: 2, 2: 7, 3: 4, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.9935090342861342}",20,0,-129.35068170053808,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
229,False,"{'a': 0.5, 'e': 0.9934520334816767}",20,0,-114.0716078127795,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
230,False,"{'a': 0.5, 'e': 0.9933947843142158}",20,0,-153.42573143498586,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
231,False,"{'a': 0.5, 'e': 0.9933372867980641}",20,0,-141.41609238619142,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
232,False,"{'a': 0.5, 'e': 0.9932795409475959}",20,0,-70.73424278473098,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
233,False,"{'a': 0.5, 'e': 0.9932215467772475}",25,0,-228.25954676618724,"{0: 11, 1: 4, 2: 6, 3: 0, 4: 4}",0
234,False,"{'a': 0.5, 'e': 0.9931633043015177}",20,0,-63.96615583942914,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
235,False,"{'a': 0.5, 'e': 0.9931048135349669}",25,0,-70.96620588646248,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
236,False,"{'a': 0.5, 'e': 0.993046074492218}",20,0,-64.23129407096266,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
237,False,"{'a': 0.5, 'e': 0.9929870871879556}",25,13,-79.02191496761759,"{0: 6, 1: 0, 2: 5, 3: 0, 4: 1}",1
238,False,"{'a': 0.5, 'e': 0.9929278516369265}",25,0,-93.55005983916261,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
239,False,"{'a': 0.5, 'e': 0.9928683678539398}",20,0,-166.32130897983254,"{0: 12, 1: 0, 2: 4, 3: 1, 4: 3}",0
240,False,"{'a': 0.5, 'e': 0.9928086358538663}",25,2,-18.174087831009288,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 0}",1
241,False,"{'a': 0.5, 'e': 0.992748655651639}",30,0,-200.77085066475647,"{0: 16, 1: 5, 2: 5, 3: 1, 4: 3}",0
242,False,"{'a': 0.5, 'e': 0.9926884272622528}",25,0,-76.10720603532796,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
243,False,"{'a': 0.5, 'e': 0.992627950700765}",20,13,4.066590305729676,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.9925672259822949}",20,0,-63.97719857869396,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
245,False,"{'a': 0.5, 'e': 0.9925062531220232}",20,0,-153.2332843498055,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
246,False,"{'a': 0.5, 'e': 0.9924450321351935}",25,0,-151.4352816469425,"{0: 15, 1: 2, 2: 4, 3: 2, 4: 2}",0
247,False,"{'a': 0.5, 'e': 0.9923835630371111}",20,0,-49.7873642860413,"{0: 14, 1: 3, 2: 1, 3: 2, 4: 0}",0
248,False,"{'a': 0.5, 'e': 0.9923218458431429}",20,0,-40.884426684067506,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
249,False,"{'a': 0.5, 'e': 0.9922598805687185}",20,0,-81.96687737584269,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
250,False,"{'a': 0.5, 'e': 0.992197667229329}",25,0,-216.5486081178618,"{0: 13, 1: 2, 2: 4, 3: 3, 4: 3}",0
251,False,"{'a': 0.5, 'e': 0.9921352058405281}",20,0,-103.41512451437455,"{0: 13, 1: 1, 2: 3, 3: 2, 4: 1}",0
252,False,"{'a': 0.5, 'e': 0.9920724964179307}",25,0,-137.94127342871388,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
253,False,"{'a': 0.5, 'e': 0.9920095389772144}",20,0,-60.948180204071,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
254,False,"{'a': 0.5, 'e': 0.9919463335341185}",20,0,-114.0560495241008,"{0: 12, 1: 2, 2: 2, 3: 3, 4: 1}",0
255,False,"{'a': 0.5, 'e': 0.9918828801044445}",25,0,-196.74946695377747,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
256,False,"{'a': 0.5, 'e': 0.9918191787040556}",25,0,-70.43085961806874,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.9917552293488772}",20,0,-135.60222026132575,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
258,False,"{'a': 0.5, 'e': 0.9916910320548965}",30,0,-78.6249274355016,"{0: 19, 1: 5, 2: 5, 3: 1, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.9916265868381631}",20,0,-113.47724810729505,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.9915618937147881}",20,0,-105.5205072000828,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
261,False,"{'a': 0.5, 'e': 0.9914969527009447}",25,0,-124.63615516487505,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
262,False,"{'a': 0.5, 'e': 0.9914317638128685}",20,0,-113.83347340013614,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
263,False,"{'a': 0.5, 'e': 0.9913663270668565}",20,0,-135.06593165805106,"{0: 10, 1: 3, 2: 3, 3: 3, 4: 1}",0
264,False,"{'a': 0.5, 'e': 0.9913006424792677}",20,0,-130.70261714584123,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
265,False,"{'a': 0.5, 'e': 0.9912347100665236}",20,0,-116.27688356005274,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.9911685298451072}",20,0,-79.59096180223789,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
267,False,"{'a': 0.5, 'e': 0.9911021018315633}",20,0,-81.06870156002438,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
268,False,"{'a': 0.5, 'e': 0.9910354260424993}",25,0,-163.5378456616187,"{0: 13, 1: 2, 2: 7, 3: 1, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.9909685024945839}",25,0,-159.63922575416893,"{0: 10, 1: 6, 2: 6, 3: 2, 4: 1}",0
270,False,"{'a': 0.5, 'e': 0.9909013312045479}",20,0,-60.54070186809121,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.9908339121891845}",25,16,-10.423499016652958,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
272,False,"{'a': 0.5, 'e': 0.990766245465348}",20,0,-145.0327349690963,"{0: 11, 1: 2, 2: 3, 3: 2, 4: 2}",0
273,False,"{'a': 0.5, 'e': 0.9906983310499554}",20,0,-106.80445079456513,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
274,False,"{'a': 0.5, 'e': 0.9906301689599851}",25,0,-159.12783425041,"{0: 16, 1: 0, 2: 6, 3: 0, 4: 3}",0
275,False,"{'a': 0.5, 'e': 0.9905617592124779}",20,0,-84.6297355561381,"{0: 10, 1: 5, 2: 3, 3: 2, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.9904931018245359}",25,0,-61.932034175825,"{0: 18, 1: 0, 2: 6, 3: 1, 4: 0}",0
277,False,"{'a': 0.5, 'e': 0.9904241968133237}",20,0,-179.3185417061777,"{0: 8, 1: 4, 2: 5, 3: 0, 4: 3}",0
278,False,"{'a': 0.5, 'e': 0.9903550441960673}",20,7,-30.03943403796501,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.9902856439900551}",20,0,-65.19181319238238,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
280,False,"{'a': 0.5, 'e': 0.9902159962126371}",20,0,-91.12669471877598,"{0: 9, 1: 2, 2: 9, 3: 0, 4: 0}",0
281,False,"{'a': 0.5, 'e': 0.9901461008812252}",20,0,-61.00257286501527,"{0: 10, 1: 5, 2: 5, 3: 0, 4: 0}",0
282,False,"{'a': 0.5, 'e': 0.9900759580132933}",20,4,0.07491542801081463,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.9900055676263769}",25,0,-105.82552825098406,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
284,False,"{'a': 0.5, 'e': 0.9899349297380738}",30,0,-194.02214410913663,"{0: 16, 1: 6, 2: 4, 3: 1, 4: 3}",0
285,False,"{'a': 0.5, 'e': 0.9898640443660435}",25,3,-114.86577015385969,"{0: 10, 1: 5, 2: 6, 3: 0, 4: 1}",1
286,False,"{'a': 0.5, 'e': 0.9897929115280072}",20,0,-129.78613760701708,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 2}",0
287,False,"{'a': 0.5, 'e': 0.9897215312417482}",20,0,-73.47982686868367,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
288,False,"{'a': 0.5, 'e': 0.9896499035251115}",25,0,-174.5887267354243,"{0: 15, 1: 3, 2: 3, 3: 1, 4: 3}",0
289,False,"{'a': 0.5, 'e': 0.9895780283960042}",25,0,-213.01022076325478,"{0: 13, 1: 2, 2: 4, 3: 3, 4: 3}",0
290,False,"{'a': 0.5, 'e': 0.9895059058723947}",20,0,-67.66260757642327,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
291,False,"{'a': 0.5, 'e': 0.9894335359723141}",30,0,-277.45682701116056,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 5}",0
292,False,"{'a': 0.5, 'e': 0.9893609187138546}",20,0,-106.91151351720191,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.9892880541151706}",20,9,-63.10301953593706,"{0: 5, 1: 3, 2: 2, 3: 0, 4: 1}",1
294,False,"{'a': 0.5, 'e': 0.9892149421944781}",30,0,-123.72871854210769,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
295,False,"{'a': 0.5, 'e': 0.9891415829700554}",20,0,-161.1729691945997,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
296,False,"{'a': 0.5, 'e': 0.989067976460242}",20,0,-107.41317084701159,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
297,False,"{'a': 0.5, 'e': 0.9889941226834397}",20,0,-120.1425524777774,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
298,False,"{'a': 0.5, 'e': 0.9889200216581118}",20,0,-172.66080231624892,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 3}",0
299,False,"{'a': 0.5, 'e': 0.9888456734027836}",20,0,-86.77568796603435,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.9887710779360422}",25,0,-91.59120652499107,"{0: 14, 1: 7, 2: 2, 3: 1, 4: 1}",0
301,False,"{'a': 0.5, 'e': 0.9886962352765366}",25,7,-47.47698354065467,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 0}",1
302,False,"{'a': 0.5, 'e': 0.9886211454429773}",20,14,-14.580669177379399,"{0: 4, 1: 0, 2: 2, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.9885458084541368}",20,0,-56.168364034188635,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
304,False,"{'a': 0.5, 'e': 0.9884702243288492}",20,0,-122.2594322397125,"{0: 9, 1: 3, 2: 6, 3: 1, 4: 1}",0
305,False,"{'a': 0.5, 'e': 0.9883943930860107}",25,11,-71.33403146865595,"{0: 7, 1: 4, 2: 2, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.9883183147445792}",30,0,-106.19775894058654,"{0: 18, 1: 3, 2: 6, 3: 3, 4: 0}",0
307,False,"{'a': 0.5, 'e': 0.9882419893235741}",20,0,-183.2520981389512,"{0: 10, 1: 3, 2: 2, 3: 2, 4: 3}",0
308,False,"{'a': 0.5, 'e': 0.9881654168420767}",25,0,-295.24310449605093,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 6}",0
309,False,"{'a': 0.5, 'e': 0.9880885973192304}",30,0,-206.11188793599698,"{0: 13, 1: 7, 2: 7, 3: 0, 4: 3}",0
310,False,"{'a': 0.5, 'e': 0.9880115307742399}",25,0,-262.2068373685161,"{0: 12, 1: 3, 2: 2, 3: 4, 4: 4}",0
311,False,"{'a': 0.5, 'e': 0.9879342172263718}",20,0,-38.745773354595535,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
312,False,"{'a': 0.5, 'e': 0.9878566566949545}",30,0,-129.34410615131665,"{0: 16, 1: 5, 2: 8, 3: 0, 4: 1}",0
313,False,"{'a': 0.5, 'e': 0.9877788491993782}",20,0,-97.90254370539637,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
314,False,"{'a': 0.5, 'e': 0.9877007947590948}",20,1,-49.20226513954352,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 0}",1
315,False,"{'a': 0.5, 'e': 0.9876224933936179}",20,0,-98.8698865592289,"{0: 12, 1: 6, 2: 0, 3: 0, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.9875439451225226}",25,0,-110.67604937806229,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
317,False,"{'a': 0.5, 'e': 0.9874651499654463}",25,0,-226.5402831286314,"{0: 12, 1: 4, 2: 4, 3: 1, 4: 4}",0
318,False,"{'a': 0.5, 'e': 0.9873861079420876}",25,0,-120.9309281580036,"{0: 12, 1: 3, 2: 8, 3: 2, 4: 0}",0
319,False,"{'a': 0.5, 'e': 0.9873068190722071}",25,11,-10.609176935546687,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.9872272833756269}",25,2,-77.52279232192197,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 1}",1
321,False,"{'a': 0.5, 'e': 0.9871475008722311}",25,0,-141.1007463368777,"{0: 14, 1: 6, 2: 1, 3: 2, 4: 2}",0
322,False,"{'a': 0.5, 'e': 0.9870674715819652}",20,0,-44.0581671821837,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
323,False,"{'a': 0.5, 'e': 0.9869871955248365}",20,0,-211.22431804900899,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 4}",0
324,False,"{'a': 0.5, 'e': 0.986906672720914}",25,0,-57.89429165709198,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
325,False,"{'a': 0.5, 'e': 0.9868259031903286}",20,0,-90.87952338686874,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
326,False,"{'a': 0.5, 'e': 0.9867448869532726}",25,0,-79.52164547934477,"{0: 17, 1: 1, 2: 5, 3: 2, 4: 0}",0
327,False,"{'a': 0.5, 'e': 0.9866636240299999}",20,0,-137.3208573385821,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
328,False,"{'a': 0.5, 'e': 0.9865821144408262}",20,0,-55.185615857189845,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
329,False,"{'a': 0.5, 'e': 0.9865003582061291}",20,0,-140.06648374166556,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
330,False,"{'a': 0.5, 'e': 0.9864183553463477}",25,0,-90.62644001116571,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 1}",0
331,False,"{'a': 0.5, 'e': 0.9863361058819825}",25,11,-158.2474429427194,"{0: 7, 1: 2, 2: 0, 3: 2, 4: 3}",1
332,False,"{'a': 0.5, 'e': 0.986253609833596}",20,0,-76.66158347116884,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.9861708672218122}",30,0,-220.35536063107267,"{0: 16, 1: 5, 2: 5, 3: 0, 4: 4}",0
334,False,"{'a': 0.5, 'e': 0.9860878780673167}",20,0,-46.610453298511715,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
335,False,"{'a': 0.5, 'e': 0.9860046423908568}",25,13,-79.92391544982303,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
336,False,"{'a': 0.5, 'e': 0.9859211602132415}",20,0,-89.98002716165098,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
337,False,"{'a': 0.5, 'e': 0.9858374315553413}",25,0,-119.44386731098086,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
338,False,"{'a': 0.5, 'e': 0.9857534564380882}",25,0,-95.2139849150779,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
339,False,"{'a': 0.5, 'e': 0.9856692348824763}",25,11,-56.011670905725204,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.9855847669095608}",20,0,-162.67981740185397,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
341,False,"{'a': 0.5, 'e': 0.9855000525404586}",20,0,-23.49680740328769,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",1
342,False,"{'a': 0.5, 'e': 0.9854150917963483}",20,0,-114.14130432774256,"{0: 9, 1: 3, 2: 5, 3: 3, 4: 0}",0
343,False,"{'a': 0.5, 'e': 0.9853298846984704}",20,0,-58.27348319538023,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
344,False,"{'a': 0.5, 'e': 0.9852444312681263}",20,0,-119.71050703795511,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
345,False,"{'a': 0.5, 'e': 0.9851587315266797}",20,0,-101.11273651846588,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
346,False,"{'a': 0.5, 'e': 0.9850727854955552}",20,0,-67.4260991483748,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
347,False,"{'a': 0.5, 'e': 0.9849865931962395}",20,0,-64.93326198898102,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
348,False,"{'a': 0.5, 'e': 0.9849001546502806}",30,12,-38.196643788022136,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.9848134698792882}",20,0,-167.2449663385175,"{0: 10, 1: 4, 2: 2, 3: 1, 4: 3}",0
350,False,"{'a': 0.5, 'e': 0.9847265389049334}",25,0,-53.32075611629477,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.9846393617489492}",20,0,-58.71589716601336,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
352,False,"{'a': 0.5, 'e': 0.9845519384331295}",20,0,-69.75942935217361,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
353,False,"{'a': 0.5, 'e': 0.9844642689793304}",30,0,-147.46565025384047,"{0: 18, 1: 4, 2: 5, 3: 1, 4: 2}",0
354,False,"{'a': 0.5, 'e': 0.984376353409469}",25,0,-128.41650881476863,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
355,False,"{'a': 0.5, 'e': 0.9842881917455246}",20,0,-16.730406499581893,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.9841997840095373}",20,0,-87.41007430430997,"{0: 12, 1: 2, 2: 3, 3: 3, 4: 0}",0
357,False,"{'a': 0.5, 'e': 0.9841111302236092}",20,0,-170.62054653434666,"{0: 6, 1: 5, 2: 6, 3: 1, 4: 2}",0
358,False,"{'a': 0.5, 'e': 0.9840222304099036}",20,0,-144.38946354053238,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
359,False,"{'a': 0.5, 'e': 0.9839330845906455}",30,0,-155.73199206145395,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
360,False,"{'a': 0.5, 'e': 0.9838436927881214}",25,0,-60.68628329679649,"{0: 15, 1: 6, 2: 3, 3: 1, 4: 0}",0
361,False,"{'a': 0.5, 'e': 0.9837540550246793}",20,0,-141.85531169949863,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
362,False,"{'a': 0.5, 'e': 0.9836641713227284}",25,0,-125.71047884119155,"{0: 13, 1: 2, 2: 9, 3: 0, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.9835740417047399}",20,0,-155.54869132904685,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 3}",0
364,False,"{'a': 0.5, 'e': 0.9834836661932461}",20,0,-237.717344689554,"{0: 7, 1: 3, 2: 5, 3: 1, 4: 4}",0
365,False,"{'a': 0.5, 'e': 0.9833930448108409}",25,0,-130.28856473820184,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
366,False,"{'a': 0.5, 'e': 0.9833021775801796}",25,0,-171.8566359186754,"{0: 14, 1: 4, 2: 3, 3: 1, 4: 3}",0
367,False,"{'a': 0.5, 'e': 0.983211064523979}",25,0,-22.798660096415777,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
368,False,"{'a': 0.5, 'e': 0.9831197056650174}",20,0,-66.57805045633961,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
